Count,Artist,Year,streams,Song,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
2,"Doja Cat, The Weeknd",2021,672656250,You Right,6,24,5073,0,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6
1,Olivia Rodrigo,2021,1256880657,deja vu,4,1,7545,4,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9
1,BTS,2020,1692897992,Dynamite,8,21,8528,5,239,163,583,0,NA,114,F#,Minor,75,74,77,1,0,9,10
1,Jnr Choi,2021,245095641,TO THE MOON,11,5,2979,0,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35
2,"The Weeknd, Gesaffelstein",2019,686734357,Lost in the Fire,1,11,7731,2,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4
2,"Trueno, Tiago pzk",2021,261414174,Salimo de Noche,10,21,1057,0,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5
3,"Sech, Bad Bunny, Mora",2021,610045621,Volando - Remix,7,8,3272,19,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7
3,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,1115880852,Leave The Door Open,3,5,14417,0,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3
3,"Drake, Project Pat, 21 Savage",2021,594482982,Knife Talk (with 21 Savage ft. Project Pat),9,3,5199,0,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30
2,"Tiï¿½ï¿½sto, Kar",2021,566954746,Don't Be Shy,8,1,6026,0,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6
1,Edison Lighthouse,1970,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,Love Grows (Where My Rosemary Goes),1,1,2877,0,16,0,54,0,0,110,A,Major,53,75,69,7,0,17,3
2,"The Weeknd, ROSALï¿½",2021,374706940,LA FAMA (with The Weeknd),11,11,4640,3,81,93,507,6,4,136,NA,Minor,77,82,30,95,0,13,5
3,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",2021,184937148,The Family Madrigal,11,19,1150,0,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36
1,The Weeknd,2022,31959571,Phantom Regret by Jim,1,7,768,0,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4
1,Sebastian Yatra,2021,167076418,Dos Oruguitas,11,19,925,0,24,47,74,0,0,94,NA,Major,42,47,36,76,0,9,5
1,Surf Curse,2015,824420218,Freaks,5,10,3006,3,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5
1,Jason Derulo,2021,363467642,Acapulco,9,1,3098,0,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5
1,The Neighbourhood,2015,1127468248,Daddy Issues,10,30,9771,4,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3
2,"21 Savage, Gunna",2022,60680939,thought i was playing,1,7,807,0,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7
1,IVE,2021,247737946,ELEVEN,12,1,521,1,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11
2,"24kgoldn, Iann Dior",2020,1699402402,Mood (feat. Iann Dior),7,24,12854,0,237,27,636,0,NA,91,G,Minor,70,76,72,22,0,27,4
2,"Stephanie Beatriz, Diane Guerrero",2021,154797871,What Else Can I Do?,11,19,802,0,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4
1,Trueno,2021,198883004,DANCE CRIP,11,17,731,0,14,14,24,0,4,106,NA,Major,86,86,79,11,0,8,9
1,David Kushner,2022,124407432,Miserable Man,1,7,788,0,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3
1,Olivia Rodrigo,2021,850608354,happier,5,21,3069,4,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13
1,Kanye West,2021,376333030,Praise God,8,29,4651,0,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17
1,Doja Cat,2021,516784627,Get Into It (Yuh),6,25,4999,0,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16
1,Lewis Capaldi,2019,1608045237,Before You Go,11,1,8327,24,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6
1,Playboi Carti,2020,506778838,Sky,12,25,3297,3,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21
1,Adele,2010,1472799873,Rolling in the Deep,11,29,35684,6,195,125,6280,2,78,105,G#,Major,73,52,76,13,0,5,3
1,Maluma,2021,513643924,Sobrio,7,8,3506,10,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22
2,"Ed Sheeran, Fireboy DML",2021,261286503,Peru,12,23,2999,0,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9
1,Olivia Rodrigo,2021,783706581,favorite crime,5,21,3681,0,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4
3,"Prezioso, Gabry Ponte, LUM!X",2021,422691058,Thunder,5,7,4846,10,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6
1,Tiï¿½ï¿,2020,1062345656,The Business,1,1,14311,0,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23
1,Ariana Grande,2020,1252563873,positions,10,23,8207,0,175,55,95,0,2,144,NA,Major,73,66,80,44,0,9,12
1,Mï¿½ï¿½ne,2021,851070493,I WANNA BE YOUR SLAVE,3,19,4873,0,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4
2,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2021,263894529,Vai Lï¿½ï¿½ Em Casa,10,22,772,0,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28
1,TWICE,2021,345903614,The Feels,10,1,1150,0,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7
1,Giveon,2020,951637566,HEARTBREAK ANNIVERSARY,2,21,5398,4,111,127,210,0,37,129,NA,Major,61,59,46,56,0,13,5
2,"Sean Paul, Dua Lipa",2016,956865266,No Lie,11,18,7370,0,92,127,1219,0,62,102,G,Major,74,45,89,5,0,26,13
4,"Charli XCX, Jax Jones, Joel Corry, Saweetie",2021,427486004,OUT OUT (feat. Charli XCX & Saweetie),8,13,6890,0,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5
1,SALES,2016,156658366,Pope Is a Rockstar,4,20,1966,0,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3
1,Sleepy hallow,2021,624515457,2055,4,14,2226,0,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31
1,Billie Eilish,2017,777765388,Bored,3,30,4204,0,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5
1,Billie Eilish,2021,412795151,Happier Than Ever - Edit,7,28,1959,0,19,0,38,0,0,81,NA,Major,45,12,57,7,0,23,3
1,Masked Wolf,2019,1138474110,Astronaut In The Ocean,1,1,7191,0,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9
2,"Anuel Aa, Jhay Cortez",2021,355219175,Ley Seca,9,2,2012,0,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10
1,NIKI,2021,290228626,Every Summertime,8,10,1211,2,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4
1,Bruno Mars,2010,1062956628,Talking To The Moon,10,4,7109,2,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3
1,Tate McRae,2020,1180094974,you broke me first,4,17,6638,0,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5
1,Avicii,2014,1456081449,The Nights,1,1,17354,8,92,122,1282,0,55,126,F#,Major,53,66,85,2,0,24,4
1,The Weeknd,2021,432702334,Take My Breath,8,6,6392,0,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5
3,"Drake, Future, Young Thug",2021,489945871,Way 2 Sexy (with Future & Young Thug),9,3,5481,0,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14
1,Rauw Alejandro,2021,465959382,Cï¿½ï¿½,6,25,2636,3,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5
3,"Imagine Dragons, League of Legends, Arcane",2021,1223481149,Enemy - from the series Arcane League of Legends,10,27,824,0,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23
1,Tones and I,2019,2864791672,Dance Monkey,5,10,24529,0,533,167,3595,6,NA,98,F#,Minor,82,54,59,69,0,18,10
1,Juice WRLD,2017,2288695111,Lucid Dreams,6,15,14749,0,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24
2,"J Balvin, Maria Becerra",2021,720825549,Quï¿½ï¿½ Mï¿½ï¿,1,28,8087,0,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11
1,John Legend,2013,2086124197,All of Me,8,1,27221,0,308,118,4534,2,77,120,G#,Major,42,33,26,92,0,13,3
1,Nirvana,1991,1690192927,Smells Like Teen Spirit - Remastered 2021,9,10,49991,9,265,121,12367,4,160,117,C#,Major,52,73,91,0,0,11,7
1,Duncan Laurence,2019,991336132,Arcade,3,7,6646,0,107,47,584,1,NA,72,A,Minor,45,27,33,82,0,14,4
2,"Drake, Travis Scott",2021,593917618,Fair Trade (with Travis Scott),9,3,5403,6,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26
2,"Tini, L-Gante",2021,200972675,Bar,11,11,755,4,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8
1,SiM,2022,71014967,The Rumbling (TV Size),1,10,254,0,0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5
2,"Kendrick Lamar, Baby Keem",2021,560222750,family ties (with Kendrick Lamar),8,27,6308,5,114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33
1,The Killers,2003,1806617704,Mr. Brightside,9,23,51979,15,306,99,5063,2,120,148,C#,Major,35,24,93,0,0,10,8
1,ENHYPEN,2022,77337771,Blessed-Cursed,1,10,246,0,2,12,10,0,0,127,E,Minor,60,40,89,9,0,60,6
3,"J Balvin, Nio Garcia, Bad Bunny",2021,528544703,AM Remix,6,24,6556,0,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16
1,Doja Cat,2019,865640097,Streets,11,7,5728,0,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8
2,"Lady Gaga, Bradley Cooper",2018,2159346687,Shallow,9,27,16636,12,368,155,2854,6,121,96,G,Major,57,30,40,38,0,26,3
1,ENHYPEN,2022,211372494,Polaroid Love,1,10,461,0,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4
2,"Marshmello, Jonas Brothers",2021,651732901,Leave Before You Love Me (with Jonas Brothers),4,28,4893,4,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4
1,BTS,2021,608334048,Permission to Dance,7,9,1801,2,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4
4,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",2021,863756573,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,1,15,12043,0,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13
1,Polo G,2021,797402345,RAPSTAR,4,9,4731,0,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24
2,"Eminem, Nate Dogg",2002,1695712020,'Till I Collapse,5,26,22923,0,78,46,2515,1,0,171,C#,Major,55,10,85,7,0,8,20
1,Maroon 5,2019,1759567999,Memories,9,20,9974,2,272,67,1066,1,19,91,B,Major,77,60,32,84,0,8,5
8,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",2021,223319934,Se Le Ve,8,12,1560,0,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11
2,"Gunna, Lil Baby",2022,54937991,25k jacket (feat. Lil Baby),1,7,620,0,17,3,3,0,0,115,F,Minor,90,74,54,16,0,13,28
2,"Katy Perry, Alesso",2021,226897599,When Iï¿½ï¿½ï¿½m Gone (with Katy,12,29,3270,0,89,21,65,0,0,125,NA,Major,69,70,89,4,0,49,3
2,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2021,258316038,Esqueï¿½ï¿½a-Me Se For C,10,14,580,0,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7
2,"Tini, Maria Becerra",2021,596152090,Miï¿½ï¿½n,4,29,3406,16,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7
3,"Anuel Aa, Myke Towers, Jhay Cortez",2021,177129919,Sï¿½ï¿½,11,18,903,0,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8
2,"Karol G, Becky G",2022,716591492,MAMIII,2,10,6809,28,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8
2,"Dr. Dre, Snoop Dogg",1999,1210599487,Still D.R.E.,1,1,33966,0,141,78,6591,1,0,93,B,Major,81,53,78,18,0,6,24
1,Jung Kook,2022,246376690,Stay Alive (Prod. SUGA of BTS),2,11,590,5,4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7
1,Dove Cameron,2022,496311364,Boyfriend,2,11,3766,0,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6
2,"Ed Sheeran, Taylor Swift",2022,146789379,The Joker And The Queen (feat. Taylor Swift),2,11,1430,0,46,1,34,0,0,134,NA,Major,53,31,31,92,0,28,3
2,"Dr. Dre, Snoop Dogg",1999,843309044,The Next Episode,1,1,31762,0,142,40,5451,1,953,95,D#,Minor,92,31,89,3,0,8,25
1,Charlie Puth,2022,500340342,Light Switch,1,19,4049,0,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31
3,"Kanye West, Alicia Keys, Fivio Foreign",2022,107255472,City of Gods,2,11,2096,0,34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38
2,"Mahmood, Blanco",2022,135079152,Brividi,2,2,1175,0,34,1,31,0,0,123,G,Major,52,44,60,40,0,26,3
1,Frank Ocean,2012,822239726,Lost,1,1,29499,11,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22
1,50 Cent,2002,1202722675,In Da Club,1,1,30427,7,235,106,5221,1,35,90,F#,Minor,90,79,71,26,0,7,37
1,Tate McRae,2022,343197054,she's all i wanna be,2,4,2711,0,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4
1,Yung Lean,2013,240769997,Ginseng Strip 2002,8,16,4310,0,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4
2,"Labrinth, Zendaya",2019,426204830,All For Us - from the HBO Original Series Euphoria,8,4,5342,0,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9
1,The Rare Occasions,2016,421135627,Notion,8,5,2393,0,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8
1,Labrinth,2019,554875730,Formula,10,4,3444,7,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4
1,Labrinth,2019,467727006,Mount Everest,6,21,5443,0,45,1,80,0,12,89,NA,Minor,46,43,43,23,8,8,22
3,"Intense, AP Dhillon, Gurinder Gill",2020,327498031,Excuses,7,24,272,4,7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8
1,Juice WRLD,2021,185408548,Cigarettes,12,10,975,0,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4
7,"Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",2022,245400167,"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",1,14,1034,1,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30
3,"Dr. Dre, 2Pac, Roger",1995,579395142,California Love - Original Version (Explicit),12,28,18773,0,128,17,1663,0,0,92,G,Major,77,76,84,3,0,38,4
2,"Eminem, Dr. Dre",1999,675039469,Forgot About Dre,1,1,19067,0,78,15,1674,0,3,134,G#,Major,93,61,74,9,0,17,8
2,"Luude, Colin Hay",2021,252871192,Down Under (feat. Colin Hay),11,19,3541,2,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17
1,Ryan Castro,2021,231996128,Mujeriego,12,17,1492,0,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13
1,Kendrick Lamar,2017,1929770265,HUMBLE.,3,30,33206,1,284,114,1481,0,5,150,C#,Minor,91,42,60,0,0,9,12
2,"Eminem, Dido",1999,918915401,Stan,11,21,17115,0,83,63,4180,0,0,80,F#,Minor,78,53,74,4,0,45,21
2,"GODZZ__-, Zakaria",2020,1180896317,Contection,1,16,6955,0,65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34
1,Chase Atlantic,2017,498960285,Swim,10,4,2742,0,5,1,62,0,0,120,G#,Major,67,8,54,27,0,8,4
1,Bad Bunny,2020,685071800,A Tu Merced,2,29,4214,11,21,20,40,0,0,92,NA,Major,86,89,79,17,0,11,6
1,Em Beihold,2022,258714692,Numb Little Bug,1,28,2026,0,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9
2,"Mainstreet, Chefin",2022,143139338,212,1,15,352,0,10,0,39,0,0,154,D,Minor,79,86,52,66,0,9,7
2,"Alvaro Diaz, Rauw Alejandro",2021,209768491,Problemï¿½,10,22,1517,0,42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6
2,"Nicki Minaj, Lil Baby",2022,64714573,Bussin,2,11,847,0,25,0,14,0,0,140,B,Major,89,75,70,6,0,13,5
1,Future,2022,50746620,Worst Day,2,11,910,0,20,3,24,0,0,89,C#,Major,65,60,60,11,0,10,40
1,Zï¿½ï¿½ Fe,2022,154119539,Malvada,1,28,601,0,28,73,64,0,0,135,F,Minor,89,89,86,16,0,8,5
1,Muni Long,2021,181328253,Hrs and Hrs,11,19,1800,0,43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18
1,Vundabar,2015,370068639,Alien Blues,7,24,1930,0,3,0,28,0,1,82,D#,Major,47,44,76,8,91,9,3
1,Ed Sheeran,2014,2280566092,Thinking Out Loud,1,1,33032,0,363,129,3895,0,28,79,D,Major,78,58,45,47,0,18,3
1,Labrinth,2019,563902868,Still Don't Know My Name,10,4,6332,0,47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12
1,V,2021,317622165,Christmas Tree,12,24,509,9,8,106,6,0,8,139,F,Major,44,18,38,70,0,12,4
2,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2022,291709698,Mal Feito - Ao Vivo,1,14,971,2,35,104,93,1,0,124,NA,Minor,73,68,83,55,0,90,7
1,Labrinth,2019,203680270,When I R.I.P.,10,4,2578,0,8,67,66,0,0,80,G#,Minor,39,45,55,73,0,9,21
2,"Nicki Minaj, Lil Baby",2022,81350745,Do We Have A Problem?,2,4,1064,0,42,1,26,0,0,120,C#,Minor,84,54,51,47,0,12,40
1,Labrinth,2019,282883169,Forever,10,4,3618,0,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3
2,"Eminem, Dr. Dre",2022,64787943,Gospel (with Eminem),2,4,1040,0,8,0,29,0,0,117,C#,Major,92,62,86,11,0,24,24
2,"Shawn Mendes, Camila Cabello",2019,2484812918,Seï¿½ï¿½o,6,19,15010,2,453,50,1785,1,8,117,A,Minor,76,77,52,4,0,8,3
2,"Tyler, The Creator",2019,461437791,NEW MAGIC WAND,5,16,4708,0,13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11
1,Harry Styles,2019,1439191367,Adore You,12,6,13454,1,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5
2,"Daddy Yankee, Bad Bunny",2020,759208783,La Santa,2,29,4890,20,52,42,100,0,0,93,C#,Major,74,59,87,3,0,8,5
1,Nirvana,1991,368646862,Something In The Way - Remastered 2021,9,24,9514,0,45,27,1197,0,43,106,G#,Major,44,8,20,74,42,11,3
2,"Dua Lipa, Megan Thee Stallion",2022,299634472,Sweetest Pie,3,11,3501,0,69,2,51,11,0,124,G,Major,81,68,63,17,0,10,22
2,"Camila Cabello, Ed Sheeran",2022,756907987,Bam Bam (feat. Ed Sheeran),3,4,6111,4,185,40,492,9,35,95,G#,Major,76,96,70,18,0,33,4
1,Cris Mj,2022,682475162,Una Noche en Medellï¿½,1,21,5415,32,46,16,53,1,2,96,A#,Minor,87,82,53,10,0,5,8
1,Anitta,2021,546191065,Envolver,11,11,4673,2,123,113,180,1,4,92,E,Minor,81,40,73,15,0,9,8
1,Dave,2022,229473310,Starlight,3,3,1856,3,29,40,31,1,1,124,G,Major,95,36,37,35,0,10,28
1,Tulus,2022,202677468,Hati-Hati di Jalan,3,3,200,2,12,4,0,0,0,72,F#,Major,64,76,44,70,9,12,4
1,Labrinth,2022,121913181,"I'm Tired - From ""Euphoria"" An Original HBO Series",2,4,1888,0,26,1,58,0,0,71,NA,Minor,28,26,20,19,0,30,3
2,"Mc Pedrinho, Pedro Sampaio",2022,208166039,DANï¿½ï¿½A,2,1,911,2,45,0,99,1,1,135,A,Minor,78,55,57,4,0,10,8
1,Zion & Lennox,2004,527033089,Yo Voy (feat. Daddy Yankee),5,4,2954,2,18,82,0,0,5,95,A#,Major,81,56,70,4,0,5,24
2,"Residente, Bizarrap",2022,94616487,"Residente: Bzrp Music Sessions, Vol. 49",3,3,461,0,7,11,13,0,0,71,C#,Minor,59,70,74,56,0,11,40
1,Ryan Castro,2021,394030335,Jordan,4,30,2844,2,29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37
1,Jack Harlow,2022,193443895,Nail Tech,2,18,2939,0,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9
1,Eden Muï¿½ï,2022,299648208,Chale,2,18,695,11,16,41,13,1,1,189,G#,Major,55,86,44,40,0,7,4
1,Treasure,2022,182978249,DARARI,2,15,328,0,10,21,7,0,9,85,NA,Major,72,55,64,49,0,7,4
1,Christian Nodal,2022,319757142,Ya No Somos Ni Seremos,2,18,866,16,27,84,32,7,11,140,G,Major,59,73,45,44,0,34,3
2,"Kevin Gates, Juicy J",2013,109091573,Thinking with My Dick,7,16,1550,0,0,0,14,0,0,81,NA,Major,77,68,70,6,0,17,20
2,"Tyga, Doja Cat",2022,153240879,Freaky Deaky,2,25,1729,0,26,1,19,0,0,104,D,Minor,80,24,65,2,0,9,4
1,JVKE,2021,346127840,this is what falling in love feels like,9,3,2005,0,16,5,43,0,7,129,B,Major,42,33,44,62,0,8,6
1,Bad Bunny,2020,312622938,La Zona,2,29,1188,0,13,1,15,0,1,94,C#,Minor,76,81,80,20,0,25,4
1,Queen,1975,2197010679,Bohemian Rhapsody - Remastered 2011,10,31,40112,3,321,162,5691,8,17,71,NA,Minor,41,23,40,27,0,30,5
1,XXXTENTACION,2018,1200808494,Hope,3,16,3659,0,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6
1,Dua Lipa,2020,797196073,Levitating,3,27,9833,0,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8
1,Avicii,2013,1970673297,Wake Me Up - Radio Edit,1,1,50887,34,315,160,6284,1,46,124,D,Major,53,66,78,0,0,16,5
1,Olivia Rodrigo,2021,665765558,"jealousy, jealousy",5,21,3257,0,10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13
1,YEAT,2021,263779030,Monï¿½ï¿½y so,9,10,1473,0,2,0,12,0,10,138,D,Major,69,35,57,12,0,10,9
1,C. Tangana,2020,339473453,Demasiadas Mujeres,10,8,2226,0,36,2,11,0,14,126,A,Minor,67,37,46,13,0,10,39
2,"The Chainsmokers, Coldplay",2017,2204080728,Something Just Like This,2,22,23375,21,336,188,2692,3,30,103,B,Minor,61,47,65,3,0,17,4
2,"The Chainsmokers, Halsey",2016,2591224264,Closer,5,31,28032,0,315,159,2179,0,44,95,G#,Major,75,64,52,41,0,11,3
1,NMIXX,2022,135444283,O.O,2,22,290,0,9,66,10,0,0,200,B,Minor,39,28,77,4,0,6,29
2,"Gotye, Kimbra",2011,1457139296,Somebody That I Used To Know,1,1,42798,0,217,136,6508,1,NA,129,NA,Major,86,75,52,54,0,10,4
2,"AnnenMayKantereit, Giant Rooks",2019,236872197,Tom's Diner,6,28,2605,0,15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14
1,Jack Harlow,2022,694525298,First Class,4,8,8737,0,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10
1,Paulo Londra,2022,240661097,Plan A,3,23,1105,0,32,0,19,0,0,174,NA,Major,58,56,83,5,0,7,4
1,Danny Ocean,2022,421365166,Fuera del mercado,2,17,2499,21,68,24,43,1,0,92,G#,Major,45,27,67,32,0,13,14
2,"Daddy Yankee, Bad Bunny",2022,349746291,X ï¿½ï¿½LTIMA,3,25,2697,1,55,3,32,0,0,90,G,Major,81,59,83,9,0,11,5
1,Shawn Mendes,2022,255120451,When You're Gone,3,31,2092,0,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4
1,Lil Tjay,2022,190981339,In My Head,4,1,1185,0,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12
1,Willow,2015,924193303,Wait a Minute!,1,11,11985,0,79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3
1,IVE,2022,305771063,LOVE DIVE,4,5,753,8,28,124,13,0,1,118,C#,Minor,70,54,71,0,0,33,4
3,"Feid, Alejo, Robi",2022,273005485,Pantysito,3,18,2995,0,49,17,30,0,0,98,G,Minor,83,63,74,14,0,16,6
1,Paulo Londra,2022,89566512,Chance,4,6,225,0,11,0,7,0,0,138,C#,Minor,72,22,46,24,0,9,6
1,Demi Lovato,2015,677389855,Cool for the Summer,1,1,9243,0,155,5,577,0,6,114,F,Minor,59,30,62,1,0,8,4
2,"Camila Cabello, Willow",2022,75476209,psychofreak (feat. WILLOW),4,7,918,0,24,0,52,0,0,180,G,Minor,63,45,64,34,0,9,8
1,Troye Sivan,2021,408843328,Angel Baby,9,9,1959,9,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3
3,"Matuï¿½ï¿½, Wiu,",2022,187772591,Vampiro,1,30,540,4,26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4
3,"De La Ghetto, Duki, Quevedo",2022,178512385,Si Quieren Frontear,3,31,859,0,14,0,11,0,0,82,A#,Major,79,48,84,13,0,21,23
1,Lil Baby,2022,101780047,Right On,4,8,1116,0,31,9,15,0,1,166,D,Major,70,22,61,2,0,10,34
3,"Ak4:20, Cris Mj, Pailita",2022,118381354,Me Arrepentï¿,3,30,273,2,12,2,4,0,0,92,NA,Major,86,91,79,29,0,60,16
1,Charlie Puth,2022,146363130,That's Hilarious,4,8,686,2,11,6,12,0,15,108,F#,Major,71,55,44,74,0,11,6
1,Yahritza Y Su Esencia,2022,126443991,Soy El Unico,3,25,226,0,5,0,4,0,1,84,E,Minor,71,63,45,45,0,11,3
1,Daddy Yankee,2022,157990698,RUMBATï¿½,3,25,1264,0,20,4,52,0,1,95,D#,Minor,69,90,91,6,0,35,4
4,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",2022,176290831,sentaDONA (Remix) s2,3,17,870,0,32,0,49,0,0,135,D#,Minor,93,77,45,25,0,13,27
1,Harry Styles,2019,1023187129,Falling,12,13,7556,0,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3
2,"Ed Sheeran, J Balvin",1996,106933107,Sigue,11,24,1370,0,46,8,60,0,0,88,G,Major,89,59,64,5,0,19,7
1,teto,2022,139193812,Fim de Semana no Rio,3,30,315,2,27,2,31,0,0,119,C#,Minor,87,28,50,12,0,10,10
1,Stray Kids,2022,212234990,MANIAC,3,18,651,0,6,188,20,0,0,120,C#,Major,58,71,80,15,0,7,41
1,Shawn Mendes,2016,1714490998,There's Nothing Holdin' Me Back,9,23,12382,0,229,57,1370,2,71,122,D,Major,86,97,80,36,0,9,6
